id,order_id,product_id,sales,quantity,discount,profit,region,category
CA-2018-119746-2,CA-2018-119746,TEC-PH-10004447,222.38,2,0.20,16.68,Central,Technology
CA-2018-108091-0,CA-2018-108091,OFF-AR-10000255,23.36,4,0.00,6.07,West,Office Supplies
CA-2017-101630-0,CA-2017-101630,OFF-LA-10004425,8.67,3,0.00,4.07,East,Office Supplies
CA-2017-101630-1,CA-2017-101630,OFF-SU-10001664,25.71,3,0.00,6.68,East,Office Supplies
CA-2018-132346-0,CA-2018-132346,OFF-AP-10000696,100.94,7,0.00,33.31,East,Office Supplies
CA-2015-150301-0,CA-2015-150301,FUR-CH-10002647,63.88,1,0.10,10.65,East,Furniture
CA-2015-159310-0,CA-2015-159310,FUR-CH-10002758,683.14,4,0.30,0.00,Central,Furniture
CA-2015-159310-1,CA-2015-159310,OFF-BI-10000201,1.48,3,0.80,-2.21,Central,Office Supplies
CA-2015-159310-2,CA-2015-159310,OFF-SU-10004115,40.71,7,0.20,3.56,Central,Office Supplies
US-2018-147984-0,US-2018-147984,OFF-PA-10000806,279.90,5,0.00,137.15,Central,Office Supplies
CA-2016-104346-0,CA-2016-104346,OFF-AR-10001473,13.12,5,0.20,1.15,West,Office Supplies
CA-2016-104346-1,CA-2016-104346,FUR-BO-10003450,69.58,4,0.70,-143.79,West,Furniture
CA-2016-104346-2,CA-2016-104346,OFF-AR-10001545,4.22,3,0.20,0.48,West,Office Supplies
CA-2016-104346-3,CA-2016-104346,TEC-AC-10004396,58.08,4,0.20,-6.53,West,Technology
CA-2016-104346-4,CA-2016-104346,FUR-FU-10002456,52.42,9,0.20,15.07,West,Furniture
CA-2016-104346-5,CA-2016-104346,FUR-FU-10001473,54.92,5,0.20,10.98,West,Furniture
CA-2016-104346-6,CA-2016-104346,FUR-TA-10000849,364.95,5,0.50,-248.17,West,Furniture
CA-2016-104346-7,CA-2016-104346,OFF-PA-10001166,85.06,3,0.20,28.71,West,Office Supplies
CA-2016-104346-8,CA-2016-104346,OFF-PA-10003256,27.70,3,0.20,9.69,West,Office Supplies
US-2016-141684-0,US-2016-141684,OFF-PA-10002870,24.96,4,0.00,11.23,East,Office Supplies
CA-2016-144722-0,CA-2016-144722,FUR-FU-10001215,43.13,1,0.00,18.11,West,Furniture
CA-2016-120516-0,CA-2016-120516,OFF-BI-10004187,5.64,3,0.00,2.71,South,Office Supplies
US-2017-148901-0,US-2017-148901,OFF-BI-10001718,57.58,3,0.70,-44.15,South,Office Supplies
US-2017-148901-1,US-2017-148901,OFF-PA-10004983,31.10,6,0.20,10.89,South,Office Supplies
US-2017-148901-2,US-2017-148901,FUR-FU-10002396,30.19,3,0.20,8.30,South,Furniture
US-2017-148901-3,US-2017-148901,TEC-PH-10003988,43.60,5,0.20,4.36,South,Technology
US-2017-148901-4,US-2017-148901,OFF-AR-10002467,4.77,2,0.20,0.42,South,Office Supplies
US-2017-148901-5,US-2017-148901,OFF-BI-10004002,10.38,2,0.70,-7.61,South,Office Supplies
US-2017-148901-6,US-2017-148901,OFF-BI-10002309,13.39,8,0.70,-9.82,South,Office Supplies
CA-2018-136364-0,CA-2018-136364,TEC-PH-10003885,39.59,1,0.40,-7.26,East,Technology
CA-2018-136364-1,CA-2018-136364,FUR-FU-10002501,91.01,9,0.20,19.34,East,Furniture
CA-2016-137708-0,CA-2016-137708,OFF-PA-10000176,37.94,2,0.00,18.21,West,Office Supplies
CA-2016-137708-1,CA-2016-137708,OFF-PA-10000327,42.80,10,0.00,19.26,West,Office Supplies
CA-2016-137708-2,CA-2016-137708,OFF-ST-10004634,33.63,3,0.00,10.09,West,Office Supplies
CA-2015-149055-0,CA-2015-149055,OFF-EN-10003040,62.81,3,0.20,21.20,East,Office Supplies
CA-2016-151589-0,CA-2016-151589,OFF-PA-10003228,195.64,4,0.00,91.95,Central,Office Supplies
CA-2016-151589-1,CA-2016-151589,TEC-PH-10004345,239.90,2,0.00,71.97,Central,Technology
CA-2017-121370-0,CA-2017-121370,FUR-CH-10000785,380.06,3,0.30,-21.72,East,Furniture
CA-2017-121370-1,CA-2017-121370,TEC-CO-10004115,1199.98,4,0.40,180.00,East,Technology
CA-2017-121370-2,CA-2017-121370,FUR-FU-10002813,48.58,3,0.20,9.72,East,Furniture
CA-2017-111696-0,CA-2017-111696,OFF-PA-10002751,17.94,3,0.00,8.07,West,Office Supplies
CA-2015-139598-0,CA-2015-139598,OFF-PA-10004569,18.26,3,0.20,6.16,East,Office Supplies
CA-2015-139598-1,CA-2015-139598,OFF-AP-10002998,34.66,2,0.20,5.63,East,Office Supplies
CA-2015-139598-2,CA-2015-139598,OFF-AP-10003287,81.55,2,0.20,8.16,East,Office Supplies
CA-2015-139598-3,CA-2015-139598,OFF-ST-10001370,227.14,4,0.20,-42.59,East,Office Supplies
CA-2018-117436-0,CA-2018-117436,OFF-BI-10004040,10.36,2,0.00,5.08,East,Office Supplies
CA-2016-140025-0,CA-2016-140025,OFF-AP-10002651,463.25,8,0.80,-1181.28,Central,Office Supplies
CA-2016-140025-1,CA-2016-140025,TEC-AC-10002402,383.95,6,0.20,47.99,Central,Technology
CA-2017-134222-0,CA-2017-134222,OFF-BI-10001658,44.86,6,0.70,-35.88,West,Office Supplies
CA-2017-140018-0,CA-2017-140018,TEC-MA-10000752,30.34,7,0.70,-24.28,East,Technology
CA-2017-140018-1,CA-2017-140018,FUR-CH-10003817,127.55,3,0.30,-9.11,East,Furniture
CA-2017-140018-2,CA-2017-140018,FUR-FU-10001876,77.95,3,0.20,15.59,East,Furniture
US-2018-136707-0,US-2018-136707,OFF-BI-10003460,14.02,4,0.20,4.91,West,Office Supplies
CA-2015-152562-0,CA-2015-152562,OFF-ST-10000464,69.52,2,0.00,19.47,South,Office Supplies
CA-2015-152562-1,CA-2015-152562,OFF-AR-10001919,5.64,3,0.00,1.64,South,Office Supplies
CA-2017-152408-0,CA-2017-152408,OFF-BI-10002393,13.78,3,0.20,4.48,East,Office Supplies
CA-2015-120278-0,CA-2015-120278,OFF-AP-10001293,245.88,6,0.00,68.85,Central,Office Supplies
CA-2015-120278-1,CA-2015-120278,OFF-ST-10004258,36.63,3,0.00,9.89,Central,Office Supplies
CA-2015-120278-2,CA-2015-120278,OFF-ST-10002214,22.58,2,0.00,5.87,Central,Office Supplies
CA-2015-120278-3,CA-2015-120278,OFF-BI-10004970,12.39,3,0.00,5.82,Central,Office Supplies
CA-2018-167661-0,CA-2018-167661,OFF-BI-10002571,39.92,5,0.20,13.47,West,Office Supplies
CA-2018-167661-1,CA-2018-167661,OFF-PA-10002581,61.96,2,0.00,27.88,West,Office Supplies
CA-2018-167661-2,CA-2018-167661,OFF-BI-10001097,19.94,4,0.20,7.23,West,Office Supplies
CA-2018-106831-0,CA-2018-106831,OFF-BI-10003429,3.80,2,0.70,-2.66,East,Office Supplies
CA-2018-106831-1,CA-2018-106831,OFF-PA-10000682,27.74,6,0.20,10.06,East,Office Supplies
CA-2018-106831-2,CA-2018-106831,TEC-PH-10001700,158.38,4,0.40,-34.31,East,Technology
CA-2018-154123-0,CA-2018-154123,FUR-FU-10000629,27.58,2,0.00,11.58,South,Furniture
CA-2017-136049-0,CA-2017-136049,OFF-BI-10001267,5.55,3,0.70,-4.07,East,Office Supplies
CA-2018-118402-0,CA-2018-118402,OFF-ST-10001418,243.92,5,0.20,-54.88,South,Office Supplies
US-2017-139388-0,US-2017-139388,OFF-FA-10004968,14.96,4,0.00,0.30,East,Office Supplies
US-2015-128685-0,US-2015-128685,OFF-BI-10004140,7.18,2,0.20,2.25,West,Office Supplies
CA-2016-124044-0,CA-2016-124044,OFF-BI-10003460,10.51,3,0.20,3.68,East,Office Supplies
CA-2015-164469-0,CA-2015-164469,TEC-PH-10002115,263.96,5,0.20,19.80,West,Technology
CA-2015-164469-1,CA-2015-164469,OFF-AR-10003478,71.63,11,0.20,17.91,West,Office Supplies
CA-2015-164469-2,CA-2015-164469,OFF-AR-10000475,9.33,1,0.20,0.82,West,Office Supplies
CA-2015-107818-0,CA-2015-107818,OFF-AR-10003045,5.88,2,0.00,2.65,West,Office Supplies
CA-2015-107818-1,CA-2015-107818,FUR-CH-10000454,975.92,5,0.20,121.99,West,Furniture
CA-2015-107818-2,CA-2015-107818,OFF-AR-10000380,303.84,8,0.00,91.15,West,Office Supplies
CA-2015-107818-3,CA-2015-107818,OFF-ST-10000736,485.88,6,0.00,19.44,West,Office Supplies
CA-2015-113320-0,CA-2015-113320,FUR-FU-10004270,12.54,3,0.00,4.51,West,Furniture
CA-2015-113320-1,CA-2015-113320,OFF-ST-10000617,8.94,3,0.00,0.63,West,Office Supplies
CA-2015-113320-2,CA-2015-113320,FUR-FU-10001706,9.24,3,0.00,4.44,West,Furniture
CA-2016-137526-0,CA-2016-137526,OFF-BI-10003364,70.01,3,0.20,24.50,West,Office Supplies
CA-2016-137526-1,CA-2016-137526,FUR-FU-10001861,77.60,4,0.00,38.02,West,Furniture
CA-2016-137526-2,CA-2016-137526,FUR-FU-10004845,464.85,9,0.00,92.97,West,Furniture
CA-2018-136063-0,CA-2018-136063,OFF-AR-10000823,10.19,7,0.20,1.02,Central,Office Supplies
CA-2017-101546-0,CA-2017-101546,OFF-BI-10001359,1793.98,2,0.00,843.17,East,Office Supplies
CA-2015-138940-0,CA-2015-138940,TEC-PH-10001835,758.35,6,0.20,265.42,Central,Technology
CA-2017-125164-0,CA-2017-125164,OFF-BI-10001191,20.37,1,0.20,7.38,East,Office Supplies
CA-2017-125164-1,CA-2017-125164,OFF-BI-10003982,49.85,3,0.20,16.82,East,Office Supplies
CA-2018-163531-0,CA-2018-163531,TEC-PH-10001425,239.97,3,0.00,67.19,East,Technology
CA-2018-122490-0,CA-2018-122490,FUR-CH-10001215,2404.70,6,0.20,150.29,West,Furniture
CA-2018-122490-1,CA-2018-122490,OFF-BI-10001718,563.02,11,0.20,190.02,West,Office Supplies
CA-2018-122490-2,CA-2018-122490,OFF-ST-10000991,344.91,3,0.00,10.35,West,Office Supplies
CA-2018-122490-3,CA-2018-122490,OFF-LA-10001613,8.64,3,0.00,4.23,West,Office Supplies
CA-2018-131366-0,CA-2018-131366,TEC-PH-10003437,89.99,2,0.40,-15.00,East,Technology
CA-2018-131366-1,CA-2018-131366,OFF-PA-10000675,229.54,7,0.20,83.21,East,Office Supplies
CA-2018-164042-0,CA-2018-164042,OFF-FA-10000840,1.82,2,0.20,0.62,Central,Office Supplies
CA-2018-164042-1,CA-2018-164042,OFF-AP-10001947,18.32,5,0.80,-46.72,Central,Office Supplies
CA-2018-164042-2,CA-2018-164042,OFF-ST-10002301,48.82,3,0.20,-11.59,Central,Office Supplies
CA-2018-164042-3,CA-2018-164042,OFF-BI-10001922,1.19,1,0.80,-1.96,Central,Office Supplies
CA-2015-132864-0,CA-2015-132864,TEC-AC-10001267,119.80,5,0.20,29.95,East,Technology
US-2015-155817-0,US-2015-155817,OFF-ST-10000532,61.57,2,0.20,4.62,South,Office Supplies
US-2015-155817-1,US-2015-155817,OFF-AR-10002335,6.19,3,0.20,0.46,South,Office Supplies
US-2017-131891-0,US-2017-131891,OFF-BI-10000201,2.21,3,0.70,-1.48,South,Office Supplies
CA-2018-143567-0,CA-2018-143567,OFF-EN-10004846,5.32,2,0.00,2.61,South,Office Supplies
CA-2018-143567-1,CA-2018-143567,FUR-CH-10000454,975.92,4,0.00,292.78,South,Furniture
CA-2018-143567-2,CA-2018-143567,TEC-AC-10004145,2249.91,9,0.00,517.48,South,Technology
CA-2018-143567-3,CA-2018-143567,OFF-ST-10001580,59.92,4,0.00,16.78,South,Office Supplies
CA-2018-104080-0,CA-2018-104080,OFF-BI-10003876,171.20,5,0.20,64.20,West,Office Supplies
CA-2018-104080-1,CA-2018-104080,OFF-AR-10001972,3.36,2,0.00,0.87,West,Office Supplies
CA-2015-151379-0,CA-2015-151379,OFF-PA-10000595,114.20,5,0.00,52.53,Central,Office Supplies
CA-2017-163167-0,CA-2017-163167,FUR-CH-10004477,182.67,3,0.00,52.97,South,Furniture
CA-2017-163167-1,CA-2017-163167,TEC-AC-10003441,101.70,6,0.00,6.10,South,Technology
CA-2017-163167-2,CA-2017-163167,OFF-ST-10004459,1126.02,3,0.00,56.30,South,Office Supplies
CA-2017-163167-3,CA-2017-163167,OFF-ST-10003805,1263.30,6,0.00,315.82,South,Office Supplies
CA-2017-135776-0,CA-2017-135776,OFF-AR-10001246,8.82,3,0.00,2.56,West,Office Supplies
CA-2017-135776-1,CA-2017-135776,OFF-PA-10001295,37.94,2,0.00,18.21,West,Office Supplies
CA-2017-135776-2,CA-2017-135776,OFF-AR-10001231,4.20,2,0.00,1.18,West,Office Supplies
CA-2017-135776-3,CA-2017-135776,OFF-ST-10002743,227.28,2,0.00,2.27,West,Office Supplies
CA-2017-135776-4,CA-2017-135776,OFF-PA-10004327,47.90,1,0.00,22.99,West,Office Supplies
CA-2017-135776-5,CA-2017-135776,OFF-EN-10004773,61.96,2,0.00,30.36,West,Office Supplies
CA-2017-135776-6,CA-2017-135776,OFF-ST-10003470,1117.92,4,0.00,55.90,West,Office Supplies
US-2015-122021-0,US-2015-122021,FUR-CH-10003761,183.37,2,0.30,-7.86,East,Furniture
US-2015-122021-1,US-2015-122021,OFF-PA-10002230,7.97,2,0.20,2.89,East,Office Supplies
CA-2017-130484-0,CA-2017-130484,OFF-BI-10000088,26.35,8,0.70,-18.45,West,Office Supplies
CA-2018-120936-0,CA-2018-120936,OFF-ST-10001526,481.32,4,0.00,125.14,West,Office Supplies
CA-2018-120936-1,CA-2018-120936,OFF-SU-10002557,13.98,1,0.00,3.63,West,Office Supplies
CA-2018-110884-0,CA-2018-110884,OFF-BI-10003669,25.92,6,0.20,9.07,East,Office Supplies
CA-2018-110884-1,CA-2018-110884,OFF-LA-10003510,91.59,3,0.00,42.13,East,Office Supplies
US-2015-161613-0,US-2015-161613,FUR-CH-10003746,674.06,3,0.30,-19.26,Central,Furniture
US-2015-146353-0,US-2015-146353,OFF-BI-10003476,22.92,4,0.00,11.00,East,Office Supplies
US-2015-146353-1,US-2015-146353,OFF-ST-10001469,269.90,5,0.00,16.19,East,Office Supplies
CA-2015-133809-0,CA-2015-133809,OFF-BI-10001757,11.81,8,0.70,-8.66,East,Office Supplies
CA-2015-133809-1,CA-2015-133809,TEC-PH-10004875,9.59,2,0.40,-2.08,East,Technology
CA-2018-127306-0,CA-2018-127306,OFF-EN-10001219,18.34,3,0.20,6.65,South,Office Supplies
CA-2018-127306-1,CA-2018-127306,OFF-PA-10000019,36.29,7,0.20,12.70,South,Office Supplies
CA-2018-127306-2,CA-2018-127306,TEC-PH-10001924,111.98,2,0.20,7.00,South,Technology
CA-2018-127306-3,CA-2018-127306,OFF-BI-10002003,5.97,5,0.70,-4.58,South,Office Supplies
CA-2018-127306-4,CA-2018-127306,OFF-BI-10003727,2.51,2,0.70,-1.84,South,Office Supplies
CA-2016-161830-0,CA-2016-161830,OFF-AR-10004042,35.96,2,0.00,10.43,West,Office Supplies
CA-2016-161830-1,CA-2016-161830,OFF-BI-10001097,14.95,3,0.20,5.42,West,Office Supplies
CA-2018-163125-0,CA-2018-163125,OFF-AR-10004344,67.14,7,0.20,5.88,Central,Office Supplies
CA-2018-163125-1,CA-2018-163125,FUR-CH-10001802,254.06,3,0.30,-32.66,Central,Furniture
CA-2017-160304-0,CA-2017-160304,FUR-BO-10004709,173.94,3,0.00,38.27,East,Furniture
CA-2017-160304-1,CA-2017-160304,TEC-PH-10000455,231.98,2,0.00,67.27,East,Technology
CA-2018-101728-0,CA-2018-101728,OFF-BI-10002393,2.30,2,0.80,-3.90,Central,Office Supplies
CA-2018-114055-0,CA-2018-114055,OFF-PA-10004381,96.08,2,0.00,46.12,South,Office Supplies
CA-2018-114055-1,CA-2018-114055,OFF-FA-10003059,3.62,2,0.00,1.19,South,Office Supplies
CA-2018-114055-2,CA-2018-114055,OFF-PA-10000994,629.10,6,0.00,301.97,South,Office Supplies
CA-2018-114055-3,CA-2018-114055,TEC-PH-10002890,90.48,2,0.00,23.52,South,Technology
CA-2018-126438-0,CA-2018-126438,OFF-AR-10003338,14.88,2,0.00,3.72,East,Office Supplies
CA-2018-117653-0,CA-2018-117653,FUR-TA-10003008,91.28,1,0.50,-67.54,Central,Furniture
CA-2018-143245-0,CA-2018-143245,OFF-PA-10001972,19.44,3,0.00,9.33,East,Office Supplies
CA-2018-143245-1,CA-2018-143245,FUR-CH-10000155,897.15,3,0.00,251.20,East,Furniture
US-2015-138828-0,US-2015-138828,OFF-AR-10000658,57.75,5,0.00,16.17,East,Office Supplies
US-2015-138828-1,US-2015-138828,OFF-PA-10000349,14.94,3,0.00,7.02,East,Office Supplies
CA-2018-143651-0,CA-2018-143651,OFF-AR-10001446,23.10,2,0.00,6.93,West,Office Supplies
CA-2016-106978-0,CA-2016-106978,OFF-EN-10004483,12.54,1,0.20,4.23,West,Office Supplies
CA-2016-106978-1,CA-2016-106978,OFF-BI-10002012,1.08,2,0.70,-0.79,West,Office Supplies
CA-2016-106978-2,CA-2016-106978,OFF-FA-10003021,4.51,3,0.20,0.85,West,Office Supplies
CA-2016-155124-0,CA-2016-155124,TEC-PH-10003356,16.78,3,0.20,1.68,West,Technology
CA-2018-150931-0,CA-2018-150931,OFF-BI-10004728,33.74,7,0.00,15.52,South,Office Supplies
CA-2015-157147-0,CA-2015-157147,OFF-ST-10000078,1325.85,5,0.00,238.65,West,Office Supplies
CA-2015-157147-1,CA-2015-157147,FUR-BO-10003034,334.00,3,0.15,3.93,West,Furniture
CA-2015-157147-2,CA-2015-157147,OFF-AR-10003514,19.90,5,0.00,6.57,West,Office Supplies
CA-2016-156482-0,CA-2016-156482,FUR-CH-10001708,1268.82,9,0.00,266.45,East,Furniture
CA-2016-156482-1,CA-2016-156482,FUR-BO-10002598,283.92,4,0.00,82.34,East,Furniture
CA-2016-156482-2,CA-2016-156482,OFF-AR-10001022,5.68,2,0.00,1.76,East,Office Supplies
CA-2018-106782-0,CA-2018-106782,OFF-ST-10004459,375.34,1,0.00,18.77,Central,Office Supplies
CA-2017-151372-0,CA-2017-151372,OFF-PA-10004381,96.08,2,0.00,46.12,West,Office Supplies
CA-2017-151372-1,CA-2017-151372,OFF-BI-10000050,11.68,2,0.20,3.94,West,Office Supplies
CA-2017-151372-2,CA-2017-151372,OFF-FA-10000304,4.36,2,0.00,1.79,West,Office Supplies
CA-2015-102085-0,CA-2015-102085,OFF-LA-10002475,29.24,4,0.00,13.74,West,Office Supplies
CA-2018-107125-0,CA-2018-107125,OFF-BI-10001989,117.49,7,0.20,41.12,West,Office Supplies
CA-2018-107125-1,CA-2018-107125,FUR-FU-10000732,18.84,3,0.00,6.03,West,Furniture
CA-2017-125815-0,CA-2017-125815,OFF-AR-10004441,12.42,3,0.00,5.22,East,Office Supplies
CA-2016-144190-0,CA-2016-144190,OFF-PA-10000304,12.96,2,0.00,6.22,Central,Office Supplies
CA-2018-117926-0,CA-2018-117926,OFF-AP-10002670,69.48,1,0.00,20.84,West,Office Supplies
CA-2016-153906-0,CA-2016-153906,TEC-PH-10001527,85.90,2,0.00,2.58,East,Technology
CA-2015-160262-0,CA-2015-160262,OFF-AR-10002335,18.06,7,0.00,4.70,West,Office Supplies
CA-2015-160262-1,CA-2015-160262,OFF-PA-10003641,79.14,3,0.00,36.40,West,Office Supplies
CA-2015-160262-2,CA-2015-160262,FUR-FU-10002685,37.40,2,0.00,14.21,West,Furniture
CA-2016-127607-0,CA-2016-127607,OFF-BI-10001308,2.51,2,0.80,-4.40,Central,Office Supplies
CA-2016-127607-1,CA-2016-127607,OFF-FA-10003485,18.86,9,0.20,6.13,Central,Office Supplies
CA-2017-166226-0,CA-2017-166226,TEC-PH-10003357,61.19,1,0.20,6.12,West,Technology
CA-2017-166226-1,CA-2017-166226,OFF-AP-10002867,67.84,1,0.00,18.32,West,Office Supplies
CA-2015-156587-0,CA-2015-156587,FUR-CH-10004477,48.71,1,0.20,5.48,West,Furniture
CA-2015-156587-1,CA-2015-156587,OFF-AR-10001427,17.94,3,0.00,4.66,West,Office Supplies
CA-2015-156587-2,CA-2015-156587,OFF-ST-10002344,242.94,3,0.00,4.86,West,Office Supplies
CA-2017-141180-0,CA-2017-141180,OFF-BI-10000301,7.76,4,0.70,-5.18,South,Office Supplies
CA-2016-109708-0,CA-2016-109708,TEC-PH-10001944,467.04,4,0.20,58.38,South,Technology
CA-2016-122406-0,CA-2016-122406,TEC-PH-10001527,128.85,3,0.00,3.87,East,Technology
CA-2016-122406-1,CA-2016-122406,OFF-PA-10001307,8.40,2,0.00,4.12,East,Office Supplies
CA-2016-122406-2,CA-2016-122406,TEC-AC-10004571,199.98,2,0.00,83.99,East,Technology
CA-2016-122406-3,CA-2016-122406,FUR-CH-10001973,110.98,1,0.00,15.54,East,Furniture
US-2017-153815-0,US-2017-153815,FUR-CH-10000513,207.98,2,0.20,-28.60,South,Furniture
US-2017-153815-1,US-2017-153815,OFF-PA-10002421,36.11,2,0.20,12.64,South,Office Supplies
US-2017-153815-2,US-2017-153815,FUR-FU-10004090,35.57,2,0.20,5.78,South,Furniture
US-2017-153815-3,US-2017-153815,OFF-PA-10004071,88.77,2,0.20,31.07,South,Office Supplies
CA-2017-164896-0,CA-2017-164896,OFF-PA-10002246,12.90,2,0.00,6.32,West,Office Supplies
CA-2016-142202-0,CA-2016-142202,TEC-AC-10003198,717.12,9,0.20,152.39,South,Technology
CA-2016-165050-0,CA-2016-165050,OFF-BI-10001031,21.36,5,0.20,7.21,East,Office Supplies
CA-2016-165050-1,CA-2016-165050,OFF-BI-10003727,6.69,2,0.20,2.34,East,Office Supplies
CA-2016-165050-2,CA-2016-165050,TEC-PH-10001336,773.94,6,0.00,224.44,East,Technology
US-2017-131114-0,US-2017-131114,OFF-SU-10001664,20.57,3,0.20,1.54,Central,Office Supplies
US-2017-131114-1,US-2017-131114,OFF-AP-10003971,4.36,2,0.80,-11.76,Central,Office Supplies
US-2017-131114-2,US-2017-131114,TEC-AC-10000199,19.04,4,0.20,-1.43,Central,Technology
CA-2015-160066-0,CA-2015-160066,OFF-LA-10001045,5.22,2,0.00,2.40,West,Office Supplies
CA-2017-109925-0,CA-2017-109925,OFF-ST-10003442,84.84,3,0.00,22.91,West,Office Supplies
CA-2016-160696-0,CA-2016-160696,OFF-FA-10003059,7.24,5,0.20,1.18,South,Office Supplies
CA-2015-125171-0,CA-2015-125171,OFF-LA-10001175,14.40,5,0.00,7.06,East,Office Supplies
CA-2017-149279-0,CA-2017-149279,OFF-PA-10003441,15.55,3,0.20,5.44,West,Office Supplies
CA-2017-149279-1,CA-2017-149279,FUR-CH-10004287,1325.76,6,0.20,149.15,West,Furniture
CA-2017-149279-2,CA-2017-149279,OFF-BI-10004040,3.11,2,0.70,-2.18,West,Office Supplies
CA-2018-107321-0,CA-2018-107321,OFF-BI-10004022,6.67,3,0.20,2.17,West,Office Supplies
CA-2018-107321-1,CA-2018-107321,TEC-PH-10002200,689.41,4,0.20,77.56,West,Technology
US-2018-122714-0,US-2018-122714,OFF-BI-10001120,1889.99,5,0.80,-2929.48,Central,Office Supplies
CA-2016-153038-0,CA-2016-153038,OFF-EN-10000461,55.94,8,0.20,18.88,South,Office Supplies
CA-2016-153038-1,CA-2016-153038,OFF-LA-10004008,18.43,8,0.20,5.99,South,Office Supplies
CA-2016-153038-2,CA-2016-153038,FUR-FU-10000221,20.32,5,0.20,3.56,South,Furniture
CA-2015-132227-0,CA-2015-132227,OFF-BI-10000962,52.06,4,0.20,18.87,East,Office Supplies
CA-2018-155824-0,CA-2018-155824,OFF-AP-10000390,48.78,1,0.20,3.66,South,Office Supplies
CA-2018-155824-1,CA-2018-155824,OFF-BI-10000014,13.09,4,0.70,-10.04,South,Office Supplies
CA-2017-129238-0,CA-2017-129238,TEC-PH-10004120,109.59,1,0.20,8.22,West,Technology
CA-2017-129238-1,CA-2017-129238,OFF-PA-10002764,56.70,5,0.00,27.78,West,Office Supplies
CA-2018-159688-0,CA-2018-159688,TEC-AC-10000736,79.99,1,0.00,28.80,West,Technology
CA-2017-136126-0,CA-2017-136126,OFF-SU-10000898,69.50,5,0.00,20.16,South,Office Supplies
CA-2017-136126-1,CA-2017-136126,OFF-PA-10004327,191.60,4,0.00,91.97,South,Office Supplies
CA-2017-155033-0,CA-2017-155033,OFF-PA-10000143,10.56,2,0.00,5.07,West,Office Supplies
CA-2015-156006-0,CA-2015-156006,TEC-AC-10002550,47.79,3,0.00,16.25,South,Technology
CA-2016-158659-0,CA-2016-158659,OFF-ST-10003306,714.30,5,0.00,207.15,Central,Office Supplies
CA-2016-169796-0,CA-2016-169796,TEC-MA-10000045,2321.90,2,0.00,1114.51,East,Technology
CA-2016-169796-1,CA-2016-169796,OFF-ST-10001505,17.94,3,0.00,3.05,East,Office Supplies
CA-2016-102876-0,CA-2016-102876,OFF-BI-10004781,9.52,1,0.70,-6.98,East,Office Supplies
CA-2016-102876-1,CA-2016-102876,TEC-PH-10002680,791.96,6,0.40,-131.99,East,Technology
CA-2016-102876-2,CA-2016-102876,OFF-BI-10000848,4.92,3,0.70,-3.94,East,Office Supplies
US-2018-139647-0,US-2018-139647,FUR-BO-10004467,209.98,7,0.70,-356.96,West,Furniture
US-2018-160465-0,US-2018-160465,OFF-BI-10001670,33.93,3,0.70,-22.62,East,Office Supplies
US-2018-160465-1,US-2018-160465,OFF-ST-10000136,222.32,7,0.20,25.01,East,Office Supplies
US-2018-160465-2,US-2018-160465,TEC-PH-10004522,210.56,6,0.40,-52.64,East,Technology
CA-2015-153850-0,CA-2015-153850,FUR-FU-10002960,35.17,7,0.20,9.67,East,Furniture
CA-2015-153850-1,CA-2015-153850,TEC-PH-10002584,1502.38,4,0.40,-250.40,East,Technology
CA-2015-127558-0,CA-2015-127558,FUR-FU-10002505,10.11,3,0.00,3.24,West,Furniture
CA-2015-127558-1,CA-2015-127558,TEC-AC-10003832,772.47,3,0.00,146.77,West,Technology
CA-2015-127558-2,CA-2015-127558,OFF-SU-10002537,20.46,2,0.00,5.32,West,Office Supplies
CA-2018-136511-0,CA-2018-136511,OFF-SU-10003505,347.58,3,0.00,17.38,East,Office Supplies
CA-2017-133795-0,CA-2017-133795,TEC-AC-10001465,72.64,2,0.00,21.79,West,Technology
CA-2017-133795-1,CA-2017-133795,TEC-AC-10003832,772.47,3,0.00,146.77,West,Technology
CA-2017-133795-2,CA-2017-133795,FUR-FU-10003731,39.92,4,0.00,11.18,West,Furniture
US-2018-130953-0,US-2018-130953,OFF-BI-10004828,33.48,2,0.00,16.41,Central,Office Supplies
US-2018-130953-1,US-2018-130953,TEC-PH-10003012,461.97,3,0.00,133.97,Central,Technology
US-2018-130953-2,US-2018-130953,OFF-AP-10002311,137.62,2,0.00,60.55,Central,Office Supplies
US-2018-130953-3,US-2018-130953,FUR-CH-10004626,302.67,3,0.00,72.64,Central,Furniture
CA-2015-151792-0,CA-2015-151792,TEC-AC-10001606,239.98,3,0.20,53.99,Central,Technology
CA-2018-139304-0,CA-2018-139304,OFF-AR-10001216,8.34,3,0.00,2.17,West,Office Supplies
CA-2018-139304-1,CA-2018-139304,OFF-SU-10001664,8.57,1,0.00,2.23,West,Office Supplies
CA-2018-139304-2,CA-2018-139304,OFF-BI-10002498,119.62,8,0.20,40.37,West,Office Supplies
CA-2017-155166-0,CA-2017-155166,FUR-CH-10003968,212.94,3,0.00,25.55,East,Furniture
CA-2017-155166-1,CA-2017-155166,OFF-AP-10002765,26.49,1,0.00,7.42,East,Office Supplies
CA-2016-103954-0,CA-2016-103954,FUR-BO-10004690,687.40,5,0.00,48.12,Central,Furniture
CA-2015-169803-0,CA-2015-169803,FUR-TA-10000688,653.55,3,0.00,111.10,West,Furniture
